LICENSE NUMBER,LICENSEE NAME,BUSINESS NAME,LICENSE TYPE,ACTIVE,COUNTY,Retail Delivery,Medical Grade,Hemp
020 10023023AAD,Fox Hollow Flora LLC,Fox Hollow Flora,Recreational Producer,Yes,Lane,,,
020 100233650E6,"Francisco Maisch, Filix Portocarrero-Maisch",Casa Verde Gardens,Recreational Producer,Yes,Lane,,,
030 10023509C9D,"Full Circle Extraction Co., LLC",Full Circle CO2,Recreational Processor,Yes,Lane,,,
020 10023654D83,Eugreen No-Till LLC,MJ Pharms LLC,Recreational Producer,Yes,Lane,,,
050 1002427235E,"Kind Care, LLC",TJ's Provisions,Recreational Retailer,Yes,Lane,,,
050 100244446EC,JV Retail 2 LLC,TJ's On The Alley,Recreational Retailer,Yes,Lane,Yes,Yes,
020 1002447B70D,"WCCDI, LLC",Whiskey Creek Cannabis,Recreational Producer,Yes,Lane,,,
020 1002479BA6C,"Mohawk Meadows, LLC",Mohawk Meadows,Recreational Producer,Yes,Lane,,,
050 1002566EF10,"The Medication Station, Inc.",The Medication Station,Recreational Retailer,Yes,Lane,Yes,,
030 10025752074,Apis Hyve LLC,Apis Hyve LLC,Recreational Processor,Yes,Lane,,Yes,Yes
020 1002606CBF4,Strong Roots LLC,Strong Roots,Recreational Producer,Yes,Lane,,,
050 1002612F763,EHC Holdings LLC,Eugreen Health Center,Recreational Retailer,Yes,Lane,Yes,,
020 10026357C9D,Flowering Farms LLC,Mad Roots,Recreational Producer,Yes,Lane,,,
050 1002683515A,La Mota 9 LLC & Rosa Cazares,La Mota ,Recreational Retailer,Yes,Lane,Yes,Yes,
060 10027324490,"Charites Gardens, LLC",Wilson Wholesale,Recreational Wholesaler,Yes,Lane,,,
020 10027345B6D,"Rhea Gardens, LLC",Mr. Nice Guy Farms,Recreational Producer,Yes,Lane,,,
030 10027368EBE,"Rhea Gardens, LLC",THClear,Recreational Processor,Yes,Lane,,,
020 100273799E9,Grohill Produce LLC,Grohi Farms,Recreational Producer,Yes,Lane,,,
020 1002753E9E4,"CNH Labs, LLC","CNH Labs, LLC",Recreational Producer,Yes,Lane,,,
020 1002764A8A0,Kindlove LLC,Bliss Cannabis,Recreational Producer,Yes,Lane,,,
010 1002766BA93,"Oregon Growers Analytical, LLC",OG Analytical,Laboratory,Yes,Lane,,,
050 10027689736,FLOWR OF LYFE LLC,FLOWR OF LYFE,Recreational Retailer,Yes,Lane,Yes,Yes,
050 10027870140,"BUDS4U, LLC",Buds 4 U,Recreational Retailer,Yes,Lane,,Yes,
050 1002850B56E,BUDS4U LLC,Buds 4 U,Recreational Retailer,Yes,Lane,Yes,Yes,
050 10028857D5D,AC Eugene LLC,Apothca,Recreational Retailer,Yes,Lane,Yes,Yes,
020 10029300FE1,"Lingo Farms, LLC",Lingo Farms,Recreational Producer,Yes,Lane,,,
060 100301304FE,"Cascade Cannabis Distributing, Inc.","Cascade Cannabis Distributing, LLC",Recreational Wholesaler,Yes,Lane,,Yes,
020 10030431B80,Mason Family Farm LLC,Grateful Greenery,Recreational Producer,Yes,Lane,,,
060 10030945588,"Sublime Solutions, LLC","Sublime Solutions, LLC",Recreational Wholesaler,Yes,Lane,,Yes,
020 1003135C09F,Trevor Thompson,Viridis Hydroculture,Recreational Producer,Yes,Lane,,,
050 1003141C1C9,Lekcinton LLC,MOOD,Recreational Retailer,Yes,Lane,,,
060 100316197B6,Wild West G Inc.,Wild West G Inc.,Recreational Wholesaler,Yes,Lane,,,
020 10031812E0B,Savory Cloud Organics Corporation,Savory Cloud Organics,Recreational Producer,Yes,Lane,,,
050 10032186336,"New Riderz, LLC",The Greener Side,Recreational Retailer,Yes,Lane,Yes,,
020 100324738FC,Jonathan Mahody/Lisa Mahody,McKenzie Green Farms,Recreational Producer,Yes,Lane,,,
020 1003277ECA1,Theron Spiek,Green Butte Farms,Recreational Producer,Yes,Lane,,,
050 1003305612E,"Nectar Markets, LLC",Nectar,Recreational Retailer,Yes,Lane,Yes,Yes,
030 100331855FF,JV Extraction LLC,Craft Extracts,Recreational Processor,Yes,Lane,,,Yes
030 10033219048,JV Foods LLC,Cannavore,Recreational Processor,Yes,Lane,,,
060 1003324579F,JV Wholesale LLC,Reefer Distribution,Recreational Wholesaler,Yes,Lane,,,
050 10033843C8C,Elev8 Cannabis LLC,Elev8 Cannabis,Recreational Retailer,Yes,Lane,Yes,Yes,
020 10034205FC0,Sugar Shack Farms LLC,Sugar Shack Farms,Recreational Producer,Yes,Lane,,,
060 100345602EE,Compassionate Circles LLC,Genesis Pharms,Recreational Wholesaler,Yes,Lane,,Yes,
050 10034717686,"C&T Consulting, Inc ","Hwy 99 Cannabis, Co.",Recreational Retailer,Yes,Lane,,Yes,
050 10034791408,Mandy's Sugar Shack INC,Mandy's Sugar Shack,Recreational Retailer,Yes,Lane,,Yes,
020 1003481400B,"Thermal Farms, LLC","Thermal Farms, LLC",Recreational Producer,Yes,Lane,,,
020 10034995F90,Sugar Mountain Botanical LLC,Sugar Mountain Botanical Llc ,Recreational Producer,Yes,Lane,,,
020 10035413FB6,Flowersmith LLC,Flowersmith,Recreational Producer,Yes,Lane,,,
020 10035688EFF,"DS Growth Systems, LLC",OMG Oregon Medicinal Growers,Recreational Producer,Yes,Lane,,,
020 10035920B10,"Lovelife Farms, LLC",Lovelife Farms LLC,Recreational Producer,Yes,Lane,,,
020 10036398DA1,CBDiscovery LLC,CBDiscovery,Recreational Producer,Yes,Lane,,,
030 1003640E36D,CBDiscovery LLC,CBDiscovery,Recreational Processor,Yes,Lane,,,Yes
020 100370882FA,Inspired Farm LLC,Coyote Creek Cannabis,Recreational Producer,Yes,Lane,,,
050 1003784CB46,Frequent Vibrationz LLC,Frequent Vibrationz,Recreational Retailer,Yes,Lane,Yes,Yes,
050 100386665E6,Moss Crossing LLC,MOSS CROSSING,Recreational Retailer,Yes,Lane,,Yes,
030 10038705A8A,"BG Oregon, LLC",KUSA,Recreational Processor,Yes,Lane,,,
030 1003890E80E,HiTrust Connection Co,HiTrust Connection Co,Recreational Processor,Yes,Lane,,,Yes
020 1003903AB1B,"West Coast Family Farms, LLC",Burning Bush Organics,Recreational Producer,Yes,Lane,,,
060 100393061A5,NorthWest HomeGrown,NorthWest HomeGrown,Recreational Wholesaler,Yes,Lane,,,
020 1004055DFA4,Water Dog Farm LLC,Water Dog Farm LLC,Recreational Producer,Yes,Lane,,,
060 10041438CDF,"The Eris Group, LLC",GreenSea Distribution,Recreational Wholesaler,Yes,Lane,,Yes,
050 1004151A29E,East 11th Inc,Cannabliss & Co. ,Recreational Retailer,Yes,Lane,Yes,,
050 1004152E8C9,HSCP OR LLC,Cannabliss & Co. ,Recreational Retailer,Yes,Lane,,,
050 10042166E81,Sweet Tree Farms INC,Sweet Tree Farms,Recreational Retailer,Yes,Lane,,,
050 10042202E30,Kindlove LLC,Mary Jane's Pot Shop,Recreational Retailer,Yes,Lane,,Yes,
020 1004249978A,R2JK Management Company LLC,Solace Meds of Oregon,Recreational Producer,Yes,Lane,,,
060 1004254E6F5,"Nectar Markets, LLC",Nectar,Recreational Wholesaler,Yes,Lane,,,
050 100427434E1,Track Town Collective LLC,Track Town Collective,Recreational Retailer,Yes,Lane,,,
050 1004297C917,Solutions of the Millennium LLC,Solutions of the Millennium LLC,Recreational Retailer,Yes,Lane,,Yes,
020 1004324F267,Millennium farms corp,Millennium Farms,Recreational Producer,Yes,Lane,,,
020 1004370035C,"Sunstone Marketing Partners, LLC",Kaya Farms,Recreational Producer,Yes,Lane,,,
060 1004387FF56,"WILVACA, LLC",Uncle Mark's Farm/Rebel Spirit Cannabis Company,Recreational Wholesaler,Yes,Lane,,,
050 1004401300E,JSP Enterprises LLC,WildFlower PNW,Recreational Retailer,Yes,Lane,,,
050 1004468CD55,Nature's Emporium LLC,Hush ,Recreational Retailer,Yes,Lane,,,
020 1004481FCA8,Capital Cannabis LLC,Capital Cannabis,Recreational Producer,Yes,Lane,,,
050 100451067E4,River Valley Remedies LLC,River Valley Remedies,Recreational Retailer,Yes,Lane,Yes,,
030 1004512A8DF,"Sunstone Marketing Partners, LLC",Kaya Farms,Recreational Processor,Yes,Lane,,,
030 1004533BC98,Critical Source LLC,Critical Source,Recreational Processor,Yes,Lane,,Yes,Yes
060 10045479516,Nature's Emporium LLC,Nature's Emporium Wholesale,Recreational Wholesaler,Yes,Lane,,,
050 1004629B74F,Star Leaf Cannabis Inc.,Star Leaf Cannabis,Recreational Retailer,Yes,Lane,,,
020 1004634A544,"JD541, LLC",High Prophets Farms,Recreational Producer,Yes,Lane,,,
050 1004664909E,Rare Earth Dispensary LLC,Rare Earth Organics LLC,Recreational Retailer,Yes,Lane,Yes,,
020 1004679A790,"Creswell Oreganics, LLC",Creswell Oreganics,Recreational Producer,Yes,Lane,,,
050 10046951423,Fires Edge LLC,Quick Stop Cannabis,Recreational Retailer,Yes,Lane,Yes,Yes,
020 1004698759B,JT Delange LLC,Urban Canna,Recreational Producer,Yes,Lane,,,
050 10047072831,EHC Holdings LLC,Eugreen Health Center,Recreational Retailer,Yes,Lane,Yes,Yes,
050 1004716B1DB,Phresh Start LLC,Phresh Start LLC,Recreational Retailer,Yes,Lane,,,
020 1004753BF7B,"Babylon Gardens, Inc.",Babylon Gardens,Recreational Producer,Yes,Lane,,,
030 1004754311D,Compassionate Circles LLC,Genesis Pharms,Recreational Processor,Yes,Lane,,,Yes
050 1004836D851,BUDS LLC,BUDS LLC,Recreational Retailer,Yes,Lane,Yes,Yes,
020 1004858C296,BeanPharm LLC,BeanPharm,Recreational Producer,Yes,Lane,,,
020 1004866FCD1,"Sol Invictus, Inc.",Sol Invictus INC,Recreational Producer,Yes,Lane,,,
050 10049099B7C,nv oakridge llc,Green Oaks,Recreational Retailer,Yes,Lane,Yes,Yes,
050 10049104CFE,The People's Wellness Center,The People's Wellness Center,Recreational Retailer,Yes,Lane,Yes,Yes,
050 1004923B1AA,"Premier Concepts, LLC",Deep Roots Cannabis,Recreational Retailer,Yes,Lane,,Yes,
030 100498564E5,"MPSC Industries, LLC",Herban Tribe,Recreational Processor,Yes,Lane,,,
060 1004986905A,"MPSC Industries, LLC",Boxcar Logistics,Recreational Wholesaler,Yes,Lane,,,
020 1004989B25E,Fareway Farms Corp.,Fareway Farms,Recreational Producer,Yes,Lane,,,
020 10050697086,Schack Farms LLC,Schack Farms LLC,Recreational Producer,Yes,Lane,,,
050 1005198E38C,"Canna Royal, Inc","Canna Royal, Inc",Recreational Retailer,Yes,Lane,,,
050 10052262BB8,"Seed Soil Sun, LLC",4-Twenty Market,Recreational Retailer,Yes,Lane,,,
050 10052557A5E,Premium Choice Medical Marijuana LLC,Premium Choice Marijuana,Recreational Retailer,Yes,Lane,Yes,Yes,
050 1005282230C,K9 Chronic LLC,K9 Chronic LLC,Recreational Retailer,Yes,Lane,Yes,Yes,
050 1005305255D,MCQ WORKS LLC,Grasslands Dispensary,Recreational Retailer,Yes,Lane,,,
020 10053325609,"Finn Creek Farms, LLC",Finn Creek Farms,Recreational Producer,Yes,Lane,,,
050 100533998C9,Sweet Leaf Cannabis of Eugene LLC,Sweet Leaf Cannabis,Recreational Retailer,Yes,Lane,Yes,Yes,
050 100536953E1,Oregon Medigreen,Oregon Medigreen,Recreational Retailer,Yes,Lane,,,
050 1005396F372,Grateful Meds Springfield LLC,Grateful Meds,Recreational Retailer,Yes,Lane,,Yes,
020 1005513C4B9,Pharmfresh LLC,Pharmfresh Flowers,Recreational Producer,Yes,Lane,,,
020 1005583587E,Greenhill Cannabis Farm LLC ,Greenhill Cannabis Farms,Recreational Producer,Yes,Lane,,,
020 1005642FFAB,Phillips Field Facility LLC,Phillips Field Facility,Recreational Producer,Yes,Lane,,,
020 10056831C95,Kaprikorn LLC,Kaprikorn,Recreational Producer,Yes,Lane,,,
020 1005685A84D,SMW Agriculture LLC.,Ripped City,Recreational Producer,Yes,Lane,,,
050 100569155C6,Springfield Retail LLC,Mr. Nice Guy Springfield,Recreational Retailer,Yes,Lane,Yes,Yes,
020 10057081AA2,"Waine Industries, LLC","Waine Industries, LLC",Recreational Producer,Yes,Lane,,,
060 100575459BB,STB Enterprises LLC,SugarTop Buddery,Recreational Wholesaler,Yes,Lane,,,
050 100580873A9,Eagle 5 Enterprises Inc.,SpaceBuds,Recreational Retailer,Yes,Lane,Yes,Yes,
020 10058277711,Atmos Farm Incorporated,Atmos Farms Incorporated,Recreational Producer,Yes,Lane,,,
020 1005876AC05,Stone Creek Farms LLC,"Stone Creek Farms, LLC",Recreational Producer,Yes,Lane,,,
030 10058876D86,IND Group LLC,ARTIFACT EXTRACTS,Recreational Processor,Yes,Lane,,,Yes
020 10059262C66,"Firehorse Trading Co., LLC",Firehorse Growers,Recreational Producer,Yes,Lane,,,
020 10059810BCC,"DBR Ventures,LLC",DBR Ventures LLC,Recreational Producer,Yes,Lane,,,
050 1006056756D,420 Investments LLC,Oregon Cannabis Outlet,Recreational Retailer,Yes,Lane,,,
050 100608721B5,Harvest Moon Essentials Inc,Harvest Moon Cannabis,Recreational Retailer,Yes,Lane,,Yes,
020 1006260056A,JR Organic Farms LLC,Fern Ridge Farms,Recreational Producer,Yes,Lane,,,
050 1006328BD87,Iron Cross Enterprises LLC,Southern Oregon Cannabis Connection,Recreational Retailer,Yes,Lane,,,
020 10063403748,"Northwest OG, LLC",Northwest OG,Recreational Producer,Yes,Lane,,,
020 10064037561,AVG Investments LLC,A Vant Garden,Recreational Producer,Yes,Lane,,,
020 1006486456E,The Green Cow Farm LLC,The Green Cow Farm,Recreational Producer,Yes,Lane,,,
020 1006508EE6B,"Oregon's Top Shelf, LLC",Oregon's Top Shelf,Recreational Producer,Yes,Lane,,,
050 1006519C12E,Green Therapy Holdings Inc,Green Therapy ,Recreational Retailer,Yes,Lane,Yes,Yes,
050 1006531B272,"LivWell Oregon 1, LLC",LivWell Enlightened Health,Recreational Retailer,Yes,Lane,,,
050 1006546ED54,"The Emerald Vault, Inc.",Greenman,Recreational Retailer,Yes,Lane,,,
020 1006616F04D,Calyx Farms LLC,Calyx Farms LLC,Recreational Producer,Yes,Lane,,,
020 1006617BEFA,"DEM Producer, LLC",Gold Label Brand,Recreational Producer,Yes,Lane,,,
030 1006626565C,"Oregon Essentials, LLC",White Label Extracts,Recreational Processor,Yes,Lane,,,
020 10066289730,Oregon Weed Works LLC,Oregon Weed Works,Recreational Producer,Yes,Lane,,,
050 10066453EB4,420 Investments LLC,Cannabis Re-Leaf,Recreational Retailer,Yes,Lane,,,
020 1006693026C,Rare Earth Dispensary LLC,Rare Earth Organics,Recreational Producer,Yes,Lane,,,
020 10067603207,Placido Investments LLC,NakD Farms,Recreational Producer,Yes,Lane,,,
020 100677656B7,"WILVACA, LLC",Rebel Spirit,Recreational Producer,Yes,Lane,,,
050 10068739F36,"Bradley Cook, Roger Howard",High 5 Cannabis,Recreational Retailer,Yes,Lane,Yes,Yes,
030 10068858F5D,"Intergalactic Foods, LLC",Intergalactic Foods,Recreational Processor,Yes,Lane,,,
020 1006933D226,"Rising Leaf Farms, LLC","Rising Leaf Farms, LLC",Recreational Producer,Yes,Lane,,,
020 10069798E0F,"JAR Industries, LLC",Revel Farms,Recreational Producer,Yes,Lane,,,
020 100698226E4,"Cottage Grove Holdings, LLC",NakD Farms,Recreational Producer,Yes,Lane,,,
020 10070745AE0,Ard Ri LLC,Ard Ri,Recreational Producer,Yes,Lane,,,
050 100711689F9,Hunky Dory LLC,Hunky Dory,Recreational Retailer,Yes,Lane,Yes,,
020 10071413AD7,JBCEC Inc.,Eugene Cultivators,Recreational Producer,Yes,Lane,,,
020 1007271ACE7,High Quality Organic LLC.,HqO,Recreational Producer,Yes,Lane,,,
020 1007293B32A,Labor of Love Gardens llc,Labor of Love Gardens llc,Recreational Producer,Yes,Lane,,,
020 10073171C06,LBC FARMS CORPORATION,LBC FARMS CORPORATION,Recreational Producer,Yes,Lane,,,
020 1007345952D,Placido Investments LLC,NakD Farms,Recreational Producer,Yes,Lane,,,
020 10074170314,Blue Star Farming CO LLC,Blue Star Farming,Recreational Producer,Yes,Lane,,,
060 1007418AD59,Placido Investments LLC,Nakd Farms,Recreational Wholesaler,Yes,Lane,,,
020 100747522C2,BBM LLC,Oregon Grow Factory ,Recreational Producer,Yes,Lane,,,
020 10074907358,Skunk Weed Farms LLC,Skunk Weed Farms,Recreational Producer,Yes,Lane,,,
020 10075053683,The Holistic Coop LLC,the holistic coop llc,Recreational Producer,Yes,Lane,,,
020 100752719B2,"Forevergreen Farms, LLC","Forevergreen Farms, LLC",Recreational Producer,Yes,Lane,,,
020 1007529DA61,"Terpene Gardens, Inc.",Terpene Gardens,Recreational Producer,Yes,Lane,,,
020 1007550202B,OpCo Production 1 LLC,TJ's Gardens (SPR) ,Recreational Producer,Yes,Lane,,,
020 10076006484,Terpene Farms II Inc.,Terpene Farms II,Recreational Producer,Yes,Lane,,,
020 1007603646A,"RDNA Production, Inc.",RDNA Production,Recreational Producer,Yes,Lane,,,
020 1007693C0FA,"5 Points Enterprises, LLC",5 Points Farms,Recreational Producer,Yes,Lane,,,
050 1007718656B,Beryl Industries LLC,The Arboretum,Recreational Retailer,Yes,Lane,,,
020 100781847D3,Gaia's Ganja garden llc,Gaia's Ganja Garden,Recreational Producer,Yes,Lane,,,
020 1007877FC6B,DNP LLC,DNP LLC,Recreational Producer,Yes,Lane,,,
020 1007970A0AD,RG & T Enterprises LLC,Herbal Dynamics,Recreational Producer,Yes,Lane,,,
020 1008074D166,"West Side Garden, LLC",West Side Garden ,Recreational Producer,,Lane,,,
060 10081292686,"Cloudy Farms, LLC",MOD Distribution,Recreational Wholesaler,Yes,Lane,,,
020 10081932677,Stik Man Farms Inc,Stik Man Farms Inc. ,Recreational Producer,Yes,Lane,,,
060 1008236208B,"DOWNTOWN BEND FLAGSHIP, INC.",Oregrown,Recreational Wholesaler,Yes,Lane,,,
050 1008285A7DD,"Nectar Markets, LLC",Sunshine Weed Company,Recreational Retailer,Yes,Lane,,,
050 1008357EA17,"G5 Investment Group, LLC",Brightside,Recreational Retailer,Yes,Lane,,,
020 10084116ED3,Apis Hyve LLC,Echo Electuary,Recreational Producer,Yes,Lane,,,
020 10084357E47,"Hook and Hands Agriculture Rec, Inc.",Hook and Hands Agriculture Rec,Recreational Producer,Yes,Lane,,,
020 10087029BC5,"Hydro League Farms, LLC","Hydro League Farms, LLC",Recreational Producer,Yes,Lane,,,
020 10087383CCC,OREGON ORGANIC GROWERS LLC,OREGON ORGANIC GROWERS (OOGrow),Recreational Producer,Yes,Lane,,,
020 1008747E24E,THC Equities LLC,Cranky Cannabis,Recreational Producer,Yes,Lane,,,
050 10088378E18,"MNG Holdings, LLC ",Mr. Nice Guy - Eugene,Recreational Retailer,Yes,Lane,,,
060 1009092E8CB,Willamette Valley Alchemy LLC,Willamette Valley Alchemy Wholesale,Recreational Wholesaler,Yes,Lane,,,
050 1009099F609,Dutch Alchemy LLC,Dutch Alchemy,Recreational Retailer,Yes,Lane,,,
030 1009114AD91,College View Development LLC,Cannapro,Recreational Processor,Yes,Lane,,,Yes
050 100912345DE,Phresh Start LLC,Phresh Start,Recreational Retailer,Yes,Lane,,,
020 1009178C49A,"Oregon Blooms, LLC","Oregon Blooms, LLC",Recreational Producer,Yes,Lane,,,
020 10091970534,CLOUD 9INE LLC,Cloud 9INE,Recreational Producer,Yes,Lane,,,
020 10092254B27,"Pacific Green Growers, LLC",Pacific Green Growers,Recreational Producer,Yes,Lane,,,
030 10092457FBB,Happy Hippy Creations LLC,Happy Hippy Creations LLC,Recreational Processor,Yes,Lane,,,
050 1009286BD03,"Nectar Markets, LLC",Nectar Markets,Recreational Retailer,Yes,Lane,,,
020 100928906CA,Fenario Productions Inc,Fenario Farms,Recreational Producer,Yes,Lane,,,
020 10093417483,Luna Vndas Inc.,Luna Vndas,Recreational Producer,Yes,Lane,,,
020 1009429B1EA,Budies LLC,Budies,Recreational Producer,Yes,Lane,,,
020 10097828F4F,Eugreen Farms LLC,Eugreen Farms,Recreational Producer,Yes,Lane,,,
060 1009821E690,"Firehorse Trading Co., LLC",Firehorse Growers,Recreational Wholesaler,,Lane,,,
050 10101927F20,"Quattro Altos, LLC",Higher Ground Dispensary,Recreational Retailer,Yes,Lane,,,
050 10106088065,"Firehorse Trading Co., LLC",Firehorse Trading Co.,Recreational Retailer,Yes,Lane,,,
050 10107199453,Inhale LLC,Inhale,Recreational Retailer,Yes,Lane,,,
020 1010740C490,Rudra LLC,Tao Gardens,Recreational Producer,Yes,Lane,,,
030 10107420652,Rudra LLC,Tao Bubble,Recreational Processor,Yes,Lane,,,
050 1010887904B,"Sugarbush Botanicals, LLC",Green Health Eugene ,Recreational Retailer,Yes,Lane,,,
060 10109080A52,"Green Acers Farm, LLC","Green Acers Farm, LLC",Recreational Wholesaler,Yes,Lane,,,
050 10111201EE2,"MNG Holdings, LLC ",Mr. Nice Guy Retail,Recreational Retailer,Yes,Lane,,,
050 1011403433E,LGCLORDIS2 LLC,Terpene Station,Recreational Retailer,Yes,Lane,,,
020 10114332BF0,Illuminati Medicinals LLC,Benchmark Organics ,Recreational Producer,Yes,Lane,,,
020 1011442A893,HERBAN INDUSTRIES OR LLC; HERBAN INDUSTRIES INC.; DIONYMED HOLDINGS INC.,Winberry Farms,Recreational Producer,Yes,Lane,,,
020 10114490B15,"Merry Things Farms, LLC",Merry Things Farms,Recreational Producer,Yes,Lane,,,
060 1011452FFD4,HERBAN INDUSTRIES OR LLC; HERBAN INDUSTRIES INC.; DIONYMED HOLDINGS INC.,Winberry Farms,Recreational Wholesaler,Yes,Lane,,,
060 1011643A9A1,Rudra LLC,Shivaay Distribution,Recreational Wholesaler,Yes,Lane,,,
020 1011919EEBA,Coastal Investments XX LLC,The Oregon Grow Group,Recreational Producer,Yes,Lane,,,
050 1013202F7FC,"Chadcor Holdings, LLC",Top Crop Cannabis,Recreational Retailer,Yes,Lane,,,
020 1013269E021,"LNR Operations, INC.",Kings Cannabis,Recreational Producer,Yes,Lane,,,
020 1013361F16D,"Eckstine Gardens, LLC",Eckstine Gardens,Recreational Producer,Yes,Lane,,,
050 101357821AE,Club MVC LLC,Club MVC,Recreational Retailer,Yes,Lane,,,
060 1013606F677,HERBAN INDUSTRIES OR LLC; HERBAN INDUSTRIES INC.; DIONYMED HOLDINGS INC.,DYME Distribution,Recreational Wholesaler,Yes,Lane,,,
020 1013638A377,"Oregon Essentials, LLC",White Label Farms,Recreational Producer,Yes,Lane,,,
050 10001832DA7,Green Genes Inc,Pipe Dreams Dispensary,Recreational Retailer,Yes,Lincoln,Yes,Yes,
050 1000358C0EF,James Wakefield,CannaMedicine Newport,Recreational Retailer,Yes,Lincoln,Yes,Yes,
050 10005564876,"Ross and Levit Enterprises, LLC",I and I Newport,Recreational Retailer,Yes,Lincoln,Yes,Yes,
050 10006568A0C,"Oregon Bud Company, LLC",Oregon Bud Company LLC,Recreational Retailer,Yes,Lincoln,Yes,,
020 1000794DB90,"Sean A. Hummel,  Michael W. Woodhull Jr.",M & S Grow,Recreational Producer,Yes,Lincoln,,,
020 100079757BB,Madame Grow LLC,Madame Grow,Recreational Producer,Yes,Lincoln,,,
050 10010041E88,"Serene Highness, LLC",Mr. Nice Guy Depoe,Recreational Retailer,Yes,Lincoln,Yes,Yes,
050 10010057BC0,"Serene Highness #2, LLC",Mr. Nice Guy Waldport,Recreational Retailer,Yes,Lincoln,Yes,Yes,
050 10013998C72,Philip Hutson - Kelly Hutson,Pacific Wave,Recreational Retailer,Yes,Lincoln,,Yes,
050 10014652EE2,"Green Dragon Herbal Clinic, LLC",Green Dragon Herbal Clinic,Recreational Retailer,Yes,Lincoln,,Yes,
020 10016928D28,G Farm Management LLC,Geek Farms,Recreational Producer,Yes,Lincoln,,,
050 10025655A62,"The Medication Station, Inc.",The Medication Station,Recreational Retailer,Yes,Lincoln,Yes,,
050 10029490CB7,"Homestead 101, LLC",Flower Pot,Recreational Retailer,Yes,Lincoln,,Yes,
050 1003171DF64,Oregon Coast Dispensary Inc,Oregon Coast Dispensary Inc,Recreational Retailer,Yes,Lincoln,Yes,Yes,
050 100356165AF,Renee's Herb Store LLC,Renee's Herb Store LLC,Recreational Retailer,Yes,Lincoln,Yes,Yes,
030 1003712ECDF,"E Labs, LLC",Elephant Extracts,Recreational Processor,Yes,Lincoln,,,
020 10037744A52,Underground Up Farm LLC,Underground Up Farm,Recreational Producer,Yes,Lincoln,,,
050 1003823E63C,Sunray Cannabis LLC,Sunray Cannabis ,Recreational Retailer,Yes,Lincoln,,,
020 1003851CB2B,"MPK, Inc.",Gardens of Odin,Recreational Producer,Yes,Lincoln,,,
050 1004082F8AD,OG3,Lincoln City Collective,Recreational Retailer,Yes,Lincoln,Yes,Yes,
030 1004304FEB9,"Flapjax Extracts, LLC",Flapjax Extracts,Recreational Processor,Yes,Lincoln,,,
050 1004457BE48,Coastal Cannabinoids,Coastal Cannabinoids,Recreational Retailer,Yes,Lincoln,,,
050 1004552C21B,Otis Collective LLC,Otis Collective,Recreational Retailer,Yes,Lincoln,,Yes,
030 10046634C7F,Philip Hutson - Kelly Hutson,Pacific Wave ,Recreational Processor,Yes,Lincoln,,,
020 1005087F64D,Oregon Coast Dispensary Inc,Oregon Coast Dispensary Inc,Recreational Producer,Yes,Lincoln,,,
050 10051004BC2,Oregon Cannabis Growers Association LLC,High Tide Wellness Newport,Recreational Retailer,Yes,Lincoln,Yes,Yes,
050 100515855E1,"Attis Trading Company - Lincoln, LLC",Attis Trading Company,Recreational Retailer,Yes,Lincoln,,Yes,
050 1005537C257,T.E.R.P Collective INC,T.E.R.P Collective INC,Recreational Retailer,Yes,Lincoln,Yes,Yes,
050 10055680FB3,"R&T Industries, LLC     ",Bernie's Universal Dispensaries,Recreational Retailer,Yes,Lincoln,,Yes,
020 1005692AE5B,"Z&Z Industries, LLC",Z&Z Industries,Recreational Producer,Yes,Lincoln,,,
050 1005927788A,SRH Holdings LLC,Touch of Aloha,Recreational Retailer,Yes,Lincoln,,,
050 100664391F4,Coleman Risdon,NW Advantage,Recreational Retailer,Yes,Lincoln,,,
020 10067136016,OCEAN-GROWN-ORGANICS LLC,Ocean-Grown-Organics,Recreational Producer,Yes,Lincoln,,,
030 10073585B8E,"Canna Honey, LLC",Canna Honey,Recreational Processor,Yes,Lincoln,,,
020 1007532DB5E,Logsden Farms LLC,Logsden Farms,Recreational Producer,Yes,Lincoln,,,
020 100810722C2,Soma Growers LLC,Up Stream,Recreational Producer,Yes,Lincoln,,,
020 1008150DD22,Jack O'Neil and James Wakefield,Red Dirt Mountain Co. ,Recreational Producer,Yes,Lincoln,,,
020 1008301CA92,Organic Theory LLC / Kimberling Group LLC,Organic Theory,Recreational Producer,Yes,Lincoln,,,
050 1008663DE73,"Hippy Trip, Inc",Hippy Trip,Recreational Retailer,Yes,Lincoln,,,
020 10092494DEF,Lone Tree Organic LLC,Lone Tree Organic,Recreational Producer,Yes,Lincoln,,,
050 101088321D8,Discovery Cannabis llc,Discovery Cannabis llc,Recreational Retailer,Yes,Lincoln,,,
050 1011062F6DA,Yachats Cannabis Company LLC,Yachats Cannabis Company,Recreational Retailer,Yes,Lincoln,,,
050 100392377F1,La Mota Lebanon LLC,La Mota 11 LLC ,Recreational Retailer,Yes,Linn,Yes,Yes,
050 10052346C33,Modern Forest LLC,Modern Forest,Recreational Retailer,Yes,Linn,Yes,Yes,
050 10052732037,M3DS LLC,Albany Alternative Health Solutions,Recreational Retailer,Yes,Linn,,Yes,
050 1005284C8D3,"Going Green Albany, Inc.","Going Green Albany, Inc.",Recreational Retailer,Yes,Linn,Yes,Yes,
050 100542973D6,Oregon Cannabis Co. Rec. LLC,Oregon Cannabis Co. ,Recreational Retailer,Yes,Linn,Yes,Yes,
